termo,termo_normalizado,codigo_cnae,descricao,relevancia,categoria,secao,divisao,grupo,classe,subclasse,origem,tipo
Cultivo de banana,cultivo de banana,0133402,Cultivo de banana,100,atividades,A,01,013,0133,0133402,descrição oficial,nome_oficial
Cultivo,cultivo,0133402,Cultivo de banana,85,cultivo,A,01,013,0133,0133402,atividade agrícola,produto
Cultivo,cultivo,0133402,Cultivo de banana,85,cultivo,A,01,013,0133,0133402,atividade agrícola,produto
Banana,banana,0133402,Cultivo de banana,85,banana,A,01,013,0133,0133402,classificação semântica,atividade
Banana,banana,0133402,Cultivo de banana,85,banana,A,01,013,0133,0133402,classificação semântica,atividade
Cultivo de banana,cultivo de banana,0133402,Cultivo de banana,90,descricao_completa,A,01,013,0133,0133402,classificação semântica,palavra_chave
Cultivo de caju,cultivo de caju,0133403,Cultivo de caju,100,atividades,A,01,013,0133,0133403,descrição oficial,nome_oficial
Cultivo,cultivo,0133403,Cultivo de caju,85,cultivo,A,01,013,0133,0133403,atividade agrícola,produto
Cultivo,cultivo,0133403,Cultivo de caju,85,cultivo,A,01,013,0133,0133403,atividade agrícola,produto
Caju,caju,0133403,Cultivo de caju,85,caju,A,01,013,0133,0133403,classificação semântica,atividade
Caju,caju,0133403,Cultivo de caju,85,caju,A,01,013,0133,0133403,classificação semântica,atividade
Cultivo de caju,cultivo de caju,0133403,Cultivo de caju,90,descricao_completa,A,01,013,0133,0133403,classificação semântica,palavra_chave
"Cultivo de cítricos, exceto laranja",cultivo de cítricos exceto laranja,0133404,"Cultivo de cítricos, exceto laranja",100,atividades,A,01,013,0133,0133404,descrição oficial,nome_oficial
Cultivo,cultivo,0133404,"Cultivo de cítricos, exceto laranja",85,cultivo,A,01,013,0133,0133404,atividade agrícola,produto
Cultivo,cultivo,0133404,"Cultivo de cítricos, exceto laranja",85,cultivo,A,01,013,0133,0133404,atividade agrícola,produto
Cítricos,cítricos,0133404,"Cultivo de cítricos, exceto laranja",85,cítricos,A,01,013,0133,0133404,classificação semântica,atividade
Citricos,citricos,0133404,"Cultivo de cítricos, exceto laranja",85,cítricos,A,01,013,0133,0133404,classificação semântica,atividade
Laranja,laranja,0133404,"Cultivo de cítricos, exceto laranja",85,laranja,A,01,013,0133,0133404,classificação semântica,atividade
Laranja,laranja,0133404,"Cultivo de cítricos, exceto laranja",85,laranja,A,01,013,0133,0133404,classificação semântica,atividade
"Cultivo de cítricos, exceto laranja",cultivo de cítricos exceto laranja,0133404,"Cultivo de cítricos, exceto laranja",90,descricao_completa,A,01,013,0133,0133404,classificação semântica,palavra_chave
Cultivo de coco-da-baía,cultivo de cocodabaía,0133405,Cultivo de coco-da-baía,100,atividades,A,01,013,0133,0133405,descrição oficial,nome_oficial
Cultivo,cultivo,0133405,Cultivo de coco-da-baía,85,cultivo,A,01,013,0133,0133405,atividade agrícola,produto
Cultivo,cultivo,0133405,Cultivo de coco-da-baía,85,cultivo,A,01,013,0133,0133405,atividade agrícola,produto
Coco,coco,0133405,Cultivo de coco-da-baía,85,coco,A,01,013,0133,0133405,classificação semântica,atividade
Coco,coco,0133405,Cultivo de coco-da-baía,85,coco,A,01,013,0133,0133405,classificação semântica,atividade
Baía,baía,0133405,Cultivo de coco-da-baía,85,baía,A,01,013,0133,0133405,classificação semântica,atividade
Baia,baia,0133405,Cultivo de coco-da-baía,85,baía,A,01,013,0133,0133405,classificação semântica,atividade
Cultivo de coco-da-baía,cultivo de cocodabaía,0133405,Cultivo de coco-da-baía,90,descricao_completa,A,01,013,0133,0133405,classificação semântica,palavra_chave
Cultivo de guaraná,cultivo de guaraná,0133406,Cultivo de guaraná,100,atividades,A,01,013,0133,0133406,descrição oficial,nome_oficial
Cultivo,cultivo,0133406,Cultivo de guaraná,85,cultivo,A,01,013,0133,0133406,atividade agrícola,produto
Cultivo,cultivo,0133406,Cultivo de guaraná,85,cultivo,A,01,013,0133,0133406,atividade agrícola,produto
Guaraná,guaraná,0133406,Cultivo de guaraná,85,guaraná,A,01,013,0133,0133406,classificação semântica,atividade
Guarana,guarana,0133406,Cultivo de guaraná,85,guaraná,A,01,013,0133,0133406,classificação semântica,atividade
Cultivo de guaraná,cultivo de guaraná,0133406,Cultivo de guaraná,90,descricao_completa,A,01,013,0133,0133406,classificação semântica,palavra_chave
Cultivo de maçã,cultivo de maçã,0133407,Cultivo de maçã,100,atividades,A,01,013,0133,0133407,descrição oficial,nome_oficial
Cultivo,cultivo,0133407,Cultivo de maçã,85,cultivo,A,01,013,0133,0133407,atividade agrícola,produto
Cultivo,cultivo,0133407,Cultivo de maçã,85,cultivo,A,01,013,0133,0133407,atividade agrícola,produto
Maçã,maçã,0133407,Cultivo de maçã,85,maçã,A,01,013,0133,0133407,classificação semântica,atividade
Maca,maca,0133407,Cultivo de maçã,85,maçã,A,01,013,0133,0133407,classificação semântica,atividade
Cultivo de maçã,cultivo de maçã,0133407,Cultivo de maçã,90,descricao_completa,A,01,013,0133,0133407,classificação semântica,palavra_chave
Cultivo de mamão,cultivo de mamão,0133408,Cultivo de mamão,100,atividades,A,01,013,0133,0133408,descrição oficial,nome_oficial
Cultivo,cultivo,0133408,Cultivo de mamão,85,cultivo,A,01,013,0133,0133408,atividade agrícola,produto
Cultivo,cultivo,0133408,Cultivo de mamão,85,cultivo,A,01,013,0133,0133408,atividade agrícola,produto
Mamão,mamão,0133408,Cultivo de mamão,85,mamão,A,01,013,0133,0133408,classificação semântica,atividade
Mamao,mamao,0133408,Cultivo de mamão,85,mamão,A,01,013,0133,0133408,classificação semântica,atividade
Cultivo de mamão,cultivo de mamão,0133408,Cultivo de mamão,90,descricao_completa,A,01,013,0133,0133408,classificação semântica,palavra_chave
Cultivo de maracujá,cultivo de maracujá,0133409,Cultivo de maracujá,100,atividades,A,01,013,0133,0133409,descrição oficial,nome_oficial
Cultivo,cultivo,0133409,Cultivo de maracujá,85,cultivo,A,01,013,0133,0133409,atividade agrícola,produto
Cultivo,cultivo,0133409,Cultivo de maracujá,85,cultivo,A,01,013,0133,0133409,atividade agrícola,produto
Maracujá,maracujá,0133409,Cultivo de maracujá,85,maracujá,A,01,013,0133,0133409,classificação semântica,atividade
Maracuja,maracuja,0133409,Cultivo de maracujá,85,maracujá,A,01,013,0133,0133409,classificação semântica,atividade
Cultivo de maracujá,cultivo de maracujá,0133409,Cultivo de maracujá,90,descricao_completa,A,01,013,0133,0133409,classificação semântica,palavra_chave
Cultivo de manga,cultivo de manga,0133410,Cultivo de manga,100,atividades,A,01,013,0133,0133410,descrição oficial,nome_oficial
Cultivo,cultivo,0133410,Cultivo de manga,85,cultivo,A,01,013,0133,0133410,atividade agrícola,produto
Cultivo,cultivo,0133410,Cultivo de manga,85,cultivo,A,01,013,0133,0133410,atividade agrícola,produto
Manga,manga,0133410,Cultivo de manga,85,manga,A,01,013,0133,0133410,classificação semântica,atividade
Manga,manga,0133410,Cultivo de manga,85,manga,A,01,013,0133,0133410,classificação semântica,atividade
Cultivo de manga,cultivo de manga,0133410,Cultivo de manga,90,descricao_completa,A,01,013,0133,0133410,classificação semântica,palavra_chave
Cultivo de pêssego,cultivo de pêssego,0133411,Cultivo de pêssego,100,atividades,A,01,013,0133,0133411,descrição oficial,nome_oficial
Cultivo,cultivo,0133411,Cultivo de pêssego,85,cultivo,A,01,013,0133,0133411,atividade agrícola,produto
Cultivo,cultivo,0133411,Cultivo de pêssego,85,cultivo,A,01,013,0133,0133411,atividade agrícola,produto
Pêssego,pêssego,0133411,Cultivo de pêssego,85,pêssego,A,01,013,0133,0133411,classificação semântica,atividade
Pessego,pessego,0133411,Cultivo de pêssego,85,pêssego,A,01,013,0133,0133411,classificação semântica,atividade
Cultivo de pêssego,cultivo de pêssego,0133411,Cultivo de pêssego,90,descricao_completa,A,01,013,0133,0133411,classificação semântica,palavra_chave
Cultivo de frutas de lavoura permanente não especificadas anteriormente,cultivo de frutas de lavoura permanente não especificadas anteriormente,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,100,atividades,A,01,013,0133,0133499,descrição oficial,nome_oficial
Cultivo,cultivo,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,cultivo,A,01,013,0133,0133499,atividade agrícola,produto
Cultivo,cultivo,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,cultivo,A,01,013,0133,0133499,atividade agrícola,produto
Frutas,frutas,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,frutas,A,01,013,0133,0133499,classificação semântica,atividade
Frutas,frutas,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,frutas,A,01,013,0133,0133499,classificação semântica,atividade
Lavoura,lavoura,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,lavoura,A,01,013,0133,0133499,classificação semântica,atividade
Lavoura,lavoura,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,lavoura,A,01,013,0133,0133499,classificação semântica,atividade
Permanente,permanente,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,permanente,A,01,013,0133,0133499,classificação semântica,atividade
Permanente,permanente,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,85,permanente,A,01,013,0133,0133499,classificação semântica,atividade
Cultivo de frutas de lavoura permanente não especificadas anteriormente,cultivo de frutas de lavoura permanente não especificadas anteriormente,0133499,Cultivo de frutas de lavoura permanente não especificadas anteriormente,90,descricao_completa,A,01,013,0133,0133499,classificação semântica,palavra_chave
Cultivo de café,cultivo de café,0134200,Cultivo de café,100,atividades,A,01,013,0134,0134200,descrição oficial,nome_oficial
Cultivo,cultivo,0134200,Cultivo de café,85,cultivo,A,01,013,0134,0134200,atividade agrícola,produto
Cultivo,cultivo,0134200,Cultivo de café,85,cultivo,A,01,013,0134,0134200,atividade agrícola,produto
Café,café,0134200,Cultivo de café,85,café,A,01,013,0134,0134200,classificação semântica,atividade
Cafe,cafe,0134200,Cultivo de café,85,café,A,01,013,0134,0134200,classificação semântica,atividade
Cultivo de café,cultivo de café,0134200,Cultivo de café,90,descricao_completa,A,01,013,0134,0134200,classificação semântica,palavra_chave
Cultivo de cacau,cultivo de cacau,0135100,Cultivo de cacau,100,atividades,A,01,013,0135,0135100,descrição oficial,nome_oficial
Cultivo,cultivo,0135100,Cultivo de cacau,85,cultivo,A,01,013,0135,0135100,atividade agrícola,produto
Cultivo,cultivo,0135100,Cultivo de cacau,85,cultivo,A,01,013,0135,0135100,atividade agrícola,produto
Cacau,cacau,0135100,Cultivo de cacau,85,cacau,A,01,013,0135,0135100,classificação semântica,atividade
Cacau,cacau,0135100,Cultivo de cacau,85,cacau,A,01,013,0135,0135100,classificação semântica,atividade
Cultivo de cacau,cultivo de cacau,0135100,Cultivo de cacau,90,descricao_completa,A,01,013,0135,0135100,classificação semântica,palavra_chave
Cultivo de chá-da-índia,cultivo de chádaíndia,0139301,Cultivo de chá-da-índia,100,atividades,A,01,013,0139,0139301,descrição oficial,nome_oficial
Cultivo,cultivo,0139301,Cultivo de chá-da-índia,85,cultivo,A,01,013,0139,0139301,atividade agrícola,produto
Cultivo,cultivo,0139301,Cultivo de chá-da-índia,85,cultivo,A,01,013,0139,0139301,atividade agrícola,produto
Chá,chá,0139301,Cultivo de chá-da-índia,85,chá,A,01,013,0139,0139301,classificação semântica,atividade
Cha,cha,0139301,Cultivo de chá-da-índia,85,chá,A,01,013,0139,0139301,classificação semântica,atividade
Índia,índia,0139301,Cultivo de chá-da-índia,85,índia,A,01,013,0139,0139301,classificação semântica,atividade
India,india,0139301,Cultivo de chá-da-índia,85,índia,A,01,013,0139,0139301,classificação semântica,atividade
Cultivo de chá-da-índia,cultivo de chádaíndia,0139301,Cultivo de chá-da-índia,90,descricao_completa,A,01,013,0139,0139301,classificação semântica,palavra_chave
Cultivo de erva-mate,cultivo de ervamate,0139302,Cultivo de erva-mate,100,atividades,A,01,013,0139,0139302,descrição oficial,nome_oficial
Cultivo,cultivo,0139302,Cultivo de erva-mate,85,cultivo,A,01,013,0139,0139302,atividade agrícola,produto
Cultivo,cultivo,0139302,Cultivo de erva-mate,85,cultivo,A,01,013,0139,0139302,atividade agrícola,produto
Erva,erva,0139302,Cultivo de erva-mate,85,erva,A,01,013,0139,0139302,classificação semântica,atividade
Erva,erva,0139302,Cultivo de erva-mate,85,erva,A,01,013,0139,0139302,classificação semântica,atividade
Mate,mate,0139302,Cultivo de erva-mate,85,mate,A,01,013,0139,0139302,classificação semântica,atividade
Mate,mate,0139302,Cultivo de erva-mate,85,mate,A,01,013,0139,0139302,classificação semântica,atividade
Cultivo de erva-mate,cultivo de ervamate,0139302,Cultivo de erva-mate,90,descricao_completa,A,01,013,0139,0139302,classificação semântica,palavra_chave
Cultivo de pimenta-do-reino,cultivo de pimentadoreino,0139303,Cultivo de pimenta-do-reino,100,atividades,A,01,013,0139,0139303,descrição oficial,nome_oficial
Cultivo,cultivo,0139303,Cultivo de pimenta-do-reino,85,cultivo,A,01,013,0139,0139303,atividade agrícola,produto
Cultivo,cultivo,0139303,Cultivo de pimenta-do-reino,85,cultivo,A,01,013,0139,0139303,atividade agrícola,produto
Pimenta,pimenta,0139303,Cultivo de pimenta-do-reino,85,pimenta,A,01,013,0139,0139303,classificação semântica,atividade
Pimenta,pimenta,0139303,Cultivo de pimenta-do-reino,85,pimenta,A,01,013,0139,0139303,classificação semântica,atividade
Reino,reino,0139303,Cultivo de pimenta-do-reino,85,reino,A,01,013,0139,0139303,classificação semântica,atividade
Reino,reino,0139303,Cultivo de pimenta-do-reino,85,reino,A,01,013,0139,0139303,classificação semântica,atividade
Cultivo de pimenta-do-reino,cultivo de pimentadoreino,0139303,Cultivo de pimenta-do-reino,90,descricao_completa,A,01,013,0139,0139303,classificação semântica,palavra_chave
"Cultivo de plantas para condimento, exceto pimenta-do-reino",cultivo de plantas para condimento exceto pimentadoreino,0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",100,atividades,A,01,013,0139,0139304,descrição oficial,nome_oficial
Cultivo,cultivo,0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",85,cultivo,A,01,013,0139,0139304,atividade agrícola,produto
Cultivo,cultivo,0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",85,cultivo,A,01,013,0139,0139304,atividade agrícola,produto
Plantas,plantas,0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",85,plantas,A,01,013,0139,0139304,classificação semântica,atividade
Plantas,plantas,0139304,"Cultivo de plantas para condimento, exceto pimenta-do-reino",85,plantas,A,01,013,0139,0139304,classificação semântica,atividade
